,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,TCS.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2008-05-21,,"{'1. open': '1905.5000', '2. high': '1936.0000', '3. low': '1874.1000', '4. close': '1927.9000', '5. volume': '1581708'}"
2008-05-20,,"{'1. open': '1952.3000', '2. high': '1955.6000', '3. low': '1897.1000', '4. close': '1905.5000', '5. volume': '1134872'}"
2008-05-16,,"{'1. open': '1996.0000', '2. high': '2000.3000', '3. low': '1937.0000', '4. close': '1952.3000', '5. volume': '1633404'}"
2008-05-15,,"{'1. open': '1951.4000', '2. high': '2000.1000', '3. low': '1910.0000', '4. close': '1970.9000', '5. volume': '2584736'}"
2008-05-14,,"{'1. open': '1800.0000', '2. high': '1959.8000', '3. low': '1788.0000', '4. close': '1939.9000', '5. volume': '3407952'}"
2008-05-13,,"{'1. open': '1874.0000', '2. high': '1890.0000', '3. low': '1782.2000', '4. close': '1811.4000', '5. volume': '641096'}"
2008-05-12,,"{'1. open': '1802.1000', '2. high': '1868.0000', '3. low': '1802.1000', '4. close': '1854.6000', '5. volume': '1490792'}"
2008-05-09,,"{'1. open': '1870.0000', '2. high': '1908.0000', '3. low': '1820.0000', '4. close': '1834.9000', '5. volume': '1414556'}"
2008-05-08,,"{'1. open': '1932.0000', '2. high': '1942.0000', '3. low': '1838.3000', '4. close': '1887.4000', '5. volume': '1022448'}"
2008-05-07,,"{'1. open': '1900.0000', '2. high': '1958.0000', '3. low': '1888.0000', '4. close': '1932.4000', '5. volume': '2558816'}"
2008-05-06,,"{'1. open': '1829.0000', '2. high': '1902.0000', '3. low': '1749.8000', '4. close': '1875.7000', '5. volume': '1271752'}"
2008-05-05,,"{'1. open': '1890.0000', '2. high': '1908.0000', '3. low': '1838.0000', '4. close': '1849.1000', '5. volume': '1116304'}"
2008-05-02,,"{'1. open': '1860.0000', '2. high': '1922.0000', '3. low': '1860.0000', '4. close': '1881.5000', '5. volume': '1347368'}"
2008-04-30,,"{'1. open': '1830.0000', '2. high': '1870.0000', '3. low': '1814.3000', '4. close': '1839.1000', '5. volume': '1703128'}"
2008-04-29,,"{'1. open': '1778.0000', '2. high': '1866.0000', '3. low': '1744.0000', '4. close': '1821.6000', '5. volume': '3084920'}"
2008-04-28,,"{'1. open': '1774.0000', '2. high': '1800.0000', '3. low': '1750.3000', '4. close': '1766.0000', '5. volume': '458252'}"
2008-04-25,,"{'1. open': '1792.0000', '2. high': '1804.0000', '3. low': '1770.0000', '4. close': '1779.6000', '5. volume': '567080'}"
2008-04-24,,"{'1. open': '1871.8000', '2. high': '1940.0000', '3. low': '1730.0000', '4. close': '1779.9000', '5. volume': '1332304'}"
2008-04-23,,"{'1. open': '1790.0000', '2. high': '1817.6000', '3. low': '1761.0000', '4. close': '1779.8000', '5. volume': '1174024'}"
2008-04-22,,"{'1. open': '1938.0000', '2. high': '1960.0000', '3. low': '1762.3000', '4. close': '1774.1000', '5. volume': '3216232'}"
2008-04-21,,"{'1. open': '2030.0000', '2. high': '2077.4000', '3. low': '1973.0000', '4. close': '1985.1000', '5. volume': '1070408'}"
2008-04-17,,"{'1. open': '1962.0000', '2. high': '2020.0000', '3. low': '1962.0000', '4. close': '2001.8000', '5. volume': '1168612'}"
2008-04-16,,"{'1. open': '1970.0000', '2. high': '2000.1000', '3. low': '1926.3000', '4. close': '1948.9000', '5. volume': '1191760'}"
2008-04-15,,"{'1. open': '1810.0000', '2. high': '1976.0000', '3. low': '1754.0000', '4. close': '1950.2000', '5. volume': '2413252'}"
2008-04-11,,"{'1. open': '1960.0000', '2. high': '1960.0000', '3. low': '1786.0000', '4. close': '1816.3000', '5. volume': '821404'}"
2008-04-10,,"{'1. open': '1744.6000', '2. high': '1838.6000', '3. low': '1740.0000', '4. close': '1801.5000', '5. volume': '815644'}"
2008-04-09,,"{'1. open': '1760.0000', '2. high': '1784.5000', '3. low': '1738.0000', '4. close': '1753.3000', '5. volume': '416592'}"
2008-04-08,,"{'1. open': '1810.0000', '2. high': '1830.0000', '3. low': '1751.0000', '4. close': '1770.6000', '5. volume': '785152'}"
2008-04-07,,"{'1. open': '1750.0000', '2. high': '1835.6000', '3. low': '1750.0000', '4. close': '1800.2000', '5. volume': '938032'}"
2008-04-04,,"{'1. open': '1770.0000', '2. high': '1774.0000', '3. low': '1720.1000', '4. close': '1740.3000', '5. volume': '431680'}"
2008-04-03,,"{'1. open': '1662.0000', '2. high': '1782.4000', '3. low': '1662.0000', '4. close': '1771.9000', '5. volume': '892900'}"
2008-04-02,,"{'1. open': '1700.0000', '2. high': '1739.6000', '3. low': '1690.0000', '4. close': '1701.7000', '5. volume': '341156'}"
2008-04-01,,"{'1. open': '1630.0000', '2. high': '1702.0000', '3. low': '1622.0000', '4. close': '1669.6000', '5. volume': '481084'}"
2008-03-31,,"{'1. open': '1730.0000', '2. high': '1738.0000', '3. low': '1602.0000', '4. close': '1621.8000', '5. volume': '675108'}"
2008-03-28,,"{'1. open': '1700.0000', '2. high': '1744.0000', '3. low': '1700.0000', '4. close': '1740.2000', '5. volume': '814816'}"
2008-03-27,,"{'1. open': '1722.2000', '2. high': '1750.0000', '3. low': '1680.7000', '4. close': '1706.3000', '5. volume': '883736'}"
2008-03-26,,"{'1. open': '1760.0000', '2. high': '1780.0000', '3. low': '1703.8000', '4. close': '1758.6000', '5. volume': '741308'}"
2008-03-25,,"{'1. open': '1669.7000', '2. high': '1798.0000', '3. low': '1666.0000', '4. close': '1751.9000', '5. volume': '1200520'}"
2008-03-24,,"{'1. open': '1630.0000', '2. high': '1673.6000', '3. low': '1622.0000', '4. close': '1646.9000', '5. volume': '672444'}"
2008-03-19,,"{'1. open': '1660.0000', '2. high': '1680.0000', '3. low': '1606.0000', '4. close': '1620.0000', '5. volume': '686788'}"
2008-03-18,,"{'1. open': '1579.4000', '2. high': '1656.0000', '3. low': '1568.0000', '4. close': '1634.6000', '5. volume': '645828'}"
2008-03-17,,"{'1. open': '1562.0000', '2. high': '1596.0000', '3. low': '1544.0000', '4. close': '1584.3000', '5. volume': '460300'}"
2008-03-14,,"{'1. open': '1558.0000', '2. high': '1619.9000', '3. low': '1510.0000', '4. close': '1607.1000', '5. volume': '683988'}"
2008-03-13,,"{'1. open': '1632.2000', '2. high': '1636.0000', '3. low': '1530.0000', '4. close': '1557.1000', '5. volume': '1003832'}"
2008-03-12,,"{'1. open': '1696.0000', '2. high': '1700.0000', '3. low': '1630.0000', '4. close': '1649.5000', '5. volume': '958776'}"
2008-03-11,,"{'1. open': '1650.0000', '2. high': '1662.0000', '3. low': '1640.0000', '4. close': '1646.5000', '5. volume': '473088'}"
2008-03-10,,"{'1. open': '1680.0000', '2. high': '1709.4000', '3. low': '1660.0000', '4. close': '1663.3000', '5. volume': '452784'}"
2008-03-07,,"{'1. open': '1720.0000', '2. high': '1723.8000', '3. low': '1688.0000', '4. close': '1693.5000', '5. volume': '496616'}"
2008-03-05,,"{'1. open': '1700.0000', '2. high': '1765.8000', '3. low': '1690.0000', '4. close': '1749.4000', '5. volume': '666508'}"
2008-03-04,,"{'1. open': '1714.0000', '2. high': '1729.6000', '3. low': '1690.0000', '4. close': '1707.1000', '5. volume': '594140'}"
2008-03-03,,"{'1. open': '1739.0000', '2. high': '1739.0000', '3. low': '1682.0000', '4. close': '1690.1000', '5. volume': '941920'}"
2008-02-29,,"{'1. open': '1790.0000', '2. high': '1798.0000', '3. low': '1730.3000', '4. close': '1748.6000', '5. volume': '455064'}"
2008-02-28,,"{'1. open': '1761.4000', '2. high': '1777.4000', '3. low': '1742.3000', '4. close': '1759.5000', '5. volume': '296256'}"
2008-02-27,,"{'1. open': '1809.9000', '2. high': '1827.9000', '3. low': '1746.0000', '4. close': '1755.4000', '5. volume': '735788'}"
2008-02-26,,"{'1. open': '1820.0000', '2. high': '1831.6000', '3. low': '1790.0000', '4. close': '1795.7000', '5. volume': '1463576'}"
2008-02-25,,"{'1. open': '1810.0000', '2. high': '1822.0000', '3. low': '1780.0000', '4. close': '1800.1000', '5. volume': '1328168'}"
2008-02-22,,"{'1. open': '1822.0000', '2. high': '1839.0000', '3. low': '1774.0000', '4. close': '1794.9000', '5. volume': '367360'}"
2008-02-21,,"{'1. open': '1780.0000', '2. high': '1862.0000', '3. low': '1768.2000', '4. close': '1836.8000', '5. volume': '1111768'}"
2008-02-20,,"{'1. open': '1766.0000', '2. high': '1784.0000', '3. low': '1752.0000', '4. close': '1768.0000', '5. volume': '780988'}"
2008-02-19,,"{'1. open': '1716.0000', '2. high': '1768.0000', '3. low': '1710.2000', '4. close': '1749.7000', '5. volume': '647676'}"
2008-02-18,,"{'1. open': '1730.0000', '2. high': '1776.0000', '3. low': '1642.3000', '4. close': '1703.9000', '5. volume': '273944'}"
2008-02-15,,"{'1. open': '1750.0000', '2. high': '1776.0000', '3. low': '1702.0000', '4. close': '1743.0000', '5. volume': '334784'}"
2008-02-14,,"{'1. open': '1762.0000', '2. high': '1798.0000', '3. low': '1728.4000', '4. close': '1748.3000', '5. volume': '897572'}"
2008-02-13,,"{'1. open': '1740.6000', '2. high': '1784.0000', '3. low': '1704.1000', '4. close': '1737.9000', '5. volume': '319272'}"
2008-02-12,,"{'1. open': '1820.0000', '2. high': '1840.0000', '3. low': '1720.0000', '4. close': '1729.6000', '5. volume': '636168'}"
2008-02-11,,"{'1. open': '1800.0000', '2. high': '1860.0000', '3. low': '1724.0000', '4. close': '1806.4000', '5. volume': '840304'}"
2008-02-08,,"{'1. open': '1762.0000', '2. high': '1850.0000', '3. low': '1742.0000', '4. close': '1799.9000', '5. volume': '707096'}"
2008-02-07,,"{'1. open': '1788.0000', '2. high': '1816.0000', '3. low': '1750.0000', '4. close': '1765.9000', '5. volume': '590004'}"
2008-02-06,,"{'1. open': '1850.0000', '2. high': '1853.4000', '3. low': '1786.3000', '4. close': '1801.1000', '5. volume': '709620'}"
2008-02-05,,"{'1. open': '1942.0000', '2. high': '1942.0000', '3. low': '1878.0000', '4. close': '1898.9000', '5. volume': '377688'}"
2008-02-04,,"{'1. open': '1882.0000', '2. high': '1974.0000', '3. low': '1882.0000', '4. close': '1952.0000', '5. volume': '946688'}"
2008-02-01,,"{'1. open': '1764.0000', '2. high': '1882.0000', '3. low': '1752.0000', '4. close': '1858.5000', '5. volume': '702980'}"
2008-01-31,,"{'1. open': '1728.0000', '2. high': '1770.0000', '3. low': '1704.0000', '4. close': '1750.5000', '5. volume': '320984'}"
2008-01-30,,"{'1. open': '1760.0000', '2. high': '1760.0000', '3. low': '1716.2000', '4. close': '1731.3000', '5. volume': '299124'}"
2008-01-29,,"{'1. open': '1710.0000', '2. high': '1766.0000', '3. low': '1708.0000', '4. close': '1726.5000', '5. volume': '253536'}"
2008-01-28,,"{'1. open': '1770.0000', '2. high': '1770.0000', '3. low': '1650.0000', '4. close': '1708.4000', '5. volume': '502756'}"
2008-01-25,,"{'1. open': '1688.0000', '2. high': '1779.4000', '3. low': '1688.0000', '4. close': '1763.1000', '5. volume': '373768'}"
2008-01-24,,"{'1. open': '1746.0000', '2. high': '1779.8000', '3. low': '1650.0000', '4. close': '1685.4000', '5. volume': '496304'}"
2008-01-23,,"{'1. open': '1610.0000', '2. high': '1773.8000', '3. low': '1610.0000', '4. close': '1734.2000', '5. volume': '687048'}"
2008-01-22,,"{'1. open': '1670.0000', '2. high': '1738.0000', '3. low': '1460.0000', '4. close': '1598.6000', '5. volume': '1153956'}"
2008-01-21,,"{'1. open': '1802.0000', '2. high': '1818.0000', '3. low': '1622.5000', '4. close': '1671.8000', '5. volume': '1670472'}"
2008-01-18,,"{'1. open': '1850.0000', '2. high': '1860.0000', '3. low': '1800.2000', '4. close': '1808.8000', '5. volume': '765580'}"
2008-01-17,,"{'1. open': '1920.0000', '2. high': '1922.0000', '3. low': '1840.0000', '4. close': '1845.3000', '5. volume': '954588'}"
2008-01-16,,"{'1. open': '1878.0000', '2. high': '1932.0000', '3. low': '1850.0000', '4. close': '1889.0000', '5. volume': '700596'}"
2008-01-15,,"{'1. open': '1932.0000', '2. high': '1959.4000', '3. low': '1862.0000', '4. close': '1876.5000', '5. volume': '669436'}"
2008-01-14,,"{'1. open': '1990.0000', '2. high': '2000.0000', '3. low': '1914.3000', '4. close': '1921.6000', '5. volume': '662028'}"
2008-01-11,,"{'1. open': '1962.0000', '2. high': '2009.4000', '3. low': '1940.0000', '4. close': '1978.1000', '5. volume': '647548'}"
2008-01-10,,"{'1. open': '1998.0000', '2. high': '2016.1000', '3. low': '1734.0000', '4. close': '1949.4000', '5. volume': '970932'}"
2008-01-09,,"{'1. open': '1981.1000', '2. high': '2011.7000', '3. low': '1980.5000', '4. close': '1988.2000', '5. volume': '694940'}"
2008-01-08,,"{'1. open': '1982.0000', '2. high': '1990.0000', '3. low': '1942.0000', '4. close': '1981.1000', '5. volume': '519848'}"
2008-01-07,,"{'1. open': '2010.2000', '2. high': '2010.2000', '3. low': '1946.0000', '4. close': '1952.3000', '5. volume': '1052432'}"
2008-01-04,,"{'1. open': '1980.0000', '2. high': '2060.0000', '3. low': '1980.0000', '4. close': '2010.2000', '5. volume': '405948'}"
2008-01-03,,"{'1. open': '2070.2000', '2. high': '2096.0000', '3. low': '2024.8000', '4. close': '2036.0000', '5. volume': '562016'}"
2008-01-02,,"{'1. open': '2115.2000', '2. high': '2125.6000', '3. low': '2066.0000', '4. close': '2097.8000', '5. volume': '453472'}"
2008-01-01,,"{'1. open': '2166.7000', '2. high': '2166.7000', '3. low': '2166.7000', '4. close': '2166.7000', '5. volume': '0'}"
2007-12-31,,"{'1. open': '2180.0000', '2. high': '2193.8000', '3. low': '2144.1000', '4. close': '2166.7000', '5. volume': '551700'}"
2007-12-28,,"{'1. open': '2180.0000', '2. high': '2196.0000', '3. low': '2152.0000', '4. close': '2160.1000', '5. volume': '426144'}"
2007-12-27,,"{'1. open': '2200.0000', '2. high': '2216.0000', '3. low': '2172.6000', '4. close': '2200.4000', '5. volume': '723148'}"
2007-12-26,,"{'1. open': '2230.0000', '2. high': '2249.9000', '3. low': '2170.7000', '4. close': '2195.5000', '5. volume': '1387028'}"
2007-12-24,,"{'1. open': '2100.0000', '2. high': '2240.0000', '3. low': '2100.0000', '4. close': '2217.4000', '5. volume': '1548312'}"
2007-12-20,,"{'1. open': '2050.0000', '2. high': '2097.8000', '3. low': '2050.0000', '4. close': '2090.5000', '5. volume': '1612784'}"
2007-12-19,,"{'1. open': '2059.8000', '2. high': '2059.8000', '3. low': '2020.0000', '4. close': '2042.7000', '5. volume': '300100'}"
2007-12-18,,"{'1. open': '507.5000', '2. high': '510.5000', '3. low': '501.1000', '4. close': '505.6750', '5. volume': '689044'}"
2007-12-17,,"{'1. open': '522.2250', '2. high': '522.5000', '3. low': '503.2500', '4. close': '505.1000', '5. volume': '565296'}"
2007-12-14,,"{'1. open': '519.8500', '2. high': '526.5000', '3. low': '514.6000', '4. close': '522.2250', '5. volume': '567516'}"
2007-12-13,,"{'1. open': '527.5000', '2. high': '530.0000', '3. low': '513.0250', '4. close': '514.8500', '5. volume': '643044'}"
2007-12-12,,"{'1. open': '517.6000', '2. high': '527.0000', '3. low': '512.5000', '4. close': '524.5000', '5. volume': '997212'}"
2007-12-11,,"{'1. open': '520.5000', '2. high': '524.0000', '3. low': '510.5500', '4. close': '519.6250', '5. volume': '1217876'}"
2007-12-10,,"{'1. open': '541.5000', '2. high': '541.5000', '3. low': '514.5000', '4. close': '517.8500', '5. volume': '1671572'}"
2007-12-07,,"{'1. open': '518.5000', '2. high': '535.0000', '3. low': '515.0000', '4. close': '530.6250', '5. volume': '1666184'}"
2007-12-06,,"{'1. open': '521.4000', '2. high': '523.9000', '3. low': '515.0000', '4. close': '517.1000', '5. volume': '1201704'}"
2007-12-05,,"{'1. open': '520.0000', '2. high': '520.0000', '3. low': '512.0000', '4. close': '515.8000', '5. volume': '342828'}"
2007-12-04,,"{'1. open': '527.0000', '2. high': '527.0000', '3. low': '513.5000', '4. close': '514.7750', '5. volume': '273884'}"
2007-12-03,,"{'1. open': '507.5000', '2. high': '532.3500', '3. low': '505.1250', '4. close': '526.4750', '5. volume': '2916264'}"
2007-11-30,,"{'1. open': '490.0000', '2. high': '510.0000', '3. low': '488.1000', '4. close': '506.9750', '5. volume': '1846304'}"
2007-11-29,,"{'1. open': '500.0000', '2. high': '500.0000', '3. low': '481.0000', '4. close': '488.3750', '5. volume': '701492'}"
2007-11-28,,"{'1. open': '501.0000', '2. high': '504.4500', '3. low': '484.0000', '4. close': '487.8750', '5. volume': '360172'}"
2007-11-27,,"{'1. open': '490.0000', '2. high': '499.5000', '3. low': '489.5250', '4. close': '498.4000', '5. volume': '315980'}"
2007-11-26,,"{'1. open': '497.5000', '2. high': '499.5000', '3. low': '485.1250', '4. close': '492.5000', '5. volume': '521692'}"
2007-11-23,,"{'1. open': '484.5000', '2. high': '484.5000', '3. low': '474.0000', '4. close': '480.0000', '5. volume': '689536'}"
2007-11-22,,"{'1. open': '478.0000', '2. high': '483.0000', '3. low': '467.5000', '4. close': '474.6500', '5. volume': '578328'}"
2007-11-21,,"{'1. open': '490.0000', '2. high': '490.0000', '3. low': '470.5000', '4. close': '474.2500', '5. volume': '605332'}"
2007-11-20,,"{'1. open': '497.0000', '2. high': '497.0000', '3. low': '478.7750', '4. close': '480.2750', '5. volume': '564532'}"
2007-11-19,,"{'1. open': '494.9500', '2. high': '502.4500', '3. low': '486.8750', '4. close': '494.0750', '5. volume': '502200'}"
2007-11-16,,"{'1. open': '490.0000', '2. high': '495.4500', '3. low': '484.0500', '4. close': '491.1000', '5. volume': '597128'}"
2007-11-15,,"{'1. open': '492.5000', '2. high': '499.5000', '3. low': '485.0000', '4. close': '489.4500', '5. volume': '479688'}"
2007-11-14,,"{'1. open': '487.4500', '2. high': '492.5000', '3. low': '483.5000', '4. close': '491.4250', '5. volume': '619356'}"
2007-11-13,,"{'1. open': '482.0000', '2. high': '486.0000', '3. low': '472.5500', '4. close': '474.5000', '5. volume': '834904'}"
2007-11-12,,"{'1. open': '490.0000', '2. high': '493.0000', '3. low': '480.0250', '4. close': '481.8500', '5. volume': '836044'}"
2007-11-08,,"{'1. open': '497.5000', '2. high': '499.0000', '3. low': '490.1250', '4. close': '496.1750', '5. volume': '633468'}"
2007-11-07,,"{'1. open': '502.0000', '2. high': '506.0000', '3. low': '493.5000', '4. close': '499.1250', '5. volume': '2425816'}"
2007-11-06,,"{'1. open': '507.5000', '2. high': '514.0000', '3. low': '500.0500', '4. close': '502.2750', '5. volume': '396740'}"
2007-11-05,,"{'1. open': '507.0000', '2. high': '515.0000', '3. low': '502.3000', '4. close': '505.5750', '5. volume': '683016'}"
2007-11-02,,"{'1. open': '504.5000', '2. high': '515.0000', '3. low': '500.0000', '4. close': '510.3500', '5. volume': '528016'}"
2007-11-01,,"{'1. open': '532.5000', '2. high': '532.5000', '3. low': '508.0000', '4. close': '510.2000', '5. volume': '2440864'}"
2007-10-31,,"{'1. open': '521.0000', '2. high': '527.5000', '3. low': '510.0000', '4. close': '518.9500', '5. volume': '6592380'}"
2007-10-30,,"{'1. open': '537.5000', '2. high': '537.5000', '3. low': '523.5000', '4. close': '524.2500', '5. volume': '718468'}"
2007-10-29,,"{'1. open': '545.0000', '2. high': '550.0000', '3. low': '531.6000', '4. close': '534.2000', '5. volume': '1264360'}"
2007-10-26,,"{'1. open': '530.0000', '2. high': '540.0000', '3. low': '521.5000', '4. close': '534.9750', '5. volume': '678648'}"
2007-10-25,,"{'1. open': '530.0000', '2. high': '530.0000', '3. low': '519.0000', '4. close': '525.1250', '5. volume': '863256'}"
2007-10-24,,"{'1. open': '545.0000', '2. high': '545.0000', '3. low': '521.6250', '4. close': '524.0500', '5. volume': '974724'}"
