,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,TCS.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2016-11-18,,"{'1. open': '2146.0000', '2. high': '2149.0500', '3. low': '2106.5000', '4. close': '2123.1500', '5. volume': '95108'}"
2016-11-17,,"{'1. open': '2189.0000', '2. high': '2204.7000', '3. low': '2135.2000', '4. close': '2142.1500', '5. volume': '126570'}"
2016-11-16,,"{'1. open': '2125.0000', '2. high': '2209.5000', '3. low': '2125.0000', '4. close': '2190.2500', '5. volume': '1019310'}"
2016-11-15,,"{'1. open': '2115.0000', '2. high': '2156.4000', '3. low': '2054.7000', '4. close': '2122.1000', '5. volume': '121138'}"
2016-11-11,,"{'1. open': '2145.0000', '2. high': '2146.0000', '3. low': '2091.0000', '4. close': '2105.0500', '5. volume': '171570'}"
2016-11-10,,"{'1. open': '2200.0000', '2. high': '2219.0000', '3. low': '2142.0000', '4. close': '2158.0500', '5. volume': '151660'}"
2016-11-09,,"{'1. open': '2220.9000', '2. high': '2275.0000', '3. low': '2142.3000', '4. close': '2171.0500', '5. volume': '757174'}"
2016-11-08,,"{'1. open': '2280.0000', '2. high': '2307.5000', '3. low': '2262.3000', '4. close': '2283.7000', '5. volume': '132148'}"
2016-11-07,,"{'1. open': '2331.5000', '2. high': '2339.0000', '3. low': '2263.1000', '4. close': '2279.3500', '5. volume': '274938'}"
2016-11-04,,"{'1. open': '2301.0000', '2. high': '2336.0000', '3. low': '2294.9500', '4. close': '2330.1000', '5. volume': '126488'}"
2016-11-03,,"{'1. open': '2294.0000', '2. high': '2333.5500', '3. low': '2284.0000', '4. close': '2319.9500', '5. volume': '104006'}"
2016-11-02,,"{'1. open': '2340.0000', '2. high': '2340.0000', '3. low': '2296.1500', '4. close': '2304.4500', '5. volume': '1325668'}"
2016-11-01,,"{'1. open': '2394.0000', '2. high': '2394.6000', '3. low': '2335.0500', '4. close': '2347.7000', '5. volume': '75204'}"
2016-10-28,,"{'1. open': '2413.2500', '2. high': '2415.0000', '3. low': '2383.0000', '4. close': '2399.2500', '5. volume': '69238'}"
2016-10-27,,"{'1. open': '2380.0000', '2. high': '2425.0000', '3. low': '2366.9000', '4. close': '2413.2500', '5. volume': '108572'}"
2016-10-26,,"{'1. open': '2398.6500', '2. high': '2403.9500', '3. low': '2373.0000', '4. close': '2396.9500', '5. volume': '83738'}"
2016-10-25,,"{'1. open': '2398.0000', '2. high': '2414.4000', '3. low': '2388.9000', '4. close': '2398.6500', '5. volume': '69504'}"
2016-10-24,,"{'1. open': '2428.0000', '2. high': '2430.5500', '3. low': '2404.0000', '4. close': '2427.8500', '5. volume': '40064'}"
2016-10-21,,"{'1. open': '2398.0000', '2. high': '2431.2500', '3. low': '2398.0000', '4. close': '2428.7000', '5. volume': '86424'}"
2016-10-20,,"{'1. open': '2390.1000', '2. high': '2408.7500', '3. low': '2386.0000', '4. close': '2399.8500', '5. volume': '55030'}"
2016-10-19,,"{'1. open': '2405.0000', '2. high': '2405.0000', '3. low': '2371.2000', '4. close': '2394.2000', '5. volume': '108162'}"
2016-10-18,,"{'1. open': '2371.0000', '2. high': '2410.0000', '3. low': '2355.0000', '4. close': '2398.3000', '5. volume': '147164'}"
2016-10-17,,"{'1. open': '2367.1000', '2. high': '2377.0000', '3. low': '2348.0500', '4. close': '2362.9000', '5. volume': '114160'}"
2016-10-14,,"{'1. open': '2322.0000', '2. high': '2384.4000', '3. low': '2298.8500', '4. close': '2365.9000', '5. volume': '363638'}"
2016-10-13,,"{'1. open': '2355.0000', '2. high': '2367.8500', '3. low': '2323.2500', '4. close': '2328.5000', '5. volume': '792440'}"
2016-10-10,,"{'1. open': '2370.0000', '2. high': '2385.0000', '3. low': '2352.8000', '4. close': '2380.1000', '5. volume': '164984'}"
2016-10-07,,"{'1. open': '2388.0000', '2. high': '2388.0000', '3. low': '2356.9000', '4. close': '2368.2500', '5. volume': '88570'}"
2016-10-06,,"{'1. open': '2390.0000', '2. high': '2397.5500', '3. low': '2372.0000', '4. close': '2384.2500', '5. volume': '91144'}"
2016-10-05,,"{'1. open': '2406.0000', '2. high': '2413.4000', '3. low': '2376.0000', '4. close': '2382.5500', '5. volume': '92802'}"
2016-10-04,,"{'1. open': '2412.0000', '2. high': '2422.3000', '3. low': '2395.0500', '4. close': '2401.1000', '5. volume': '1519100'}"
2016-10-03,,"{'1. open': '2440.0000', '2. high': '2455.0000', '3. low': '2401.3000', '4. close': '2411.8000', '5. volume': '183492'}"
2016-09-30,,"{'1. open': '2435.0000', '2. high': '2448.0000', '3. low': '2425.0000', '4. close': '2427.2000', '5. volume': '349554'}"
2016-09-29,,"{'1. open': '2428.0000', '2. high': '2449.6000', '3. low': '2419.4500', '4. close': '2434.6000', '5. volume': '700728'}"
2016-09-28,,"{'1. open': '2430.0000', '2. high': '2436.0000', '3. low': '2415.0000', '4. close': '2423.4500', '5. volume': '254512'}"
2016-09-27,,"{'1. open': '2405.0000', '2. high': '2445.0000', '3. low': '2405.0000', '4. close': '2430.7000', '5. volume': '79766'}"
2016-09-26,,"{'1. open': '2393.0000', '2. high': '2416.9000', '3. low': '2393.0000', '4. close': '2400.8500', '5. volume': '558926'}"
2016-09-23,,"{'1. open': '2384.0000', '2. high': '2401.5000', '3. low': '2375.0000', '4. close': '2397.3000', '5. volume': '882088'}"
2016-09-22,,"{'1. open': '2428.5000', '2. high': '2428.5000', '3. low': '2371.0000', '4. close': '2377.6500', '5. volume': '469060'}"
2016-09-21,,"{'1. open': '2406.5000', '2. high': '2421.4000', '3. low': '2401.0500', '4. close': '2413.5000', '5. volume': '1685842'}"
2016-09-20,,"{'1. open': '2407.3500', '2. high': '2419.9000', '3. low': '2385.0000', '4. close': '2411.1000', '5. volume': '75108'}"
2016-09-19,,"{'1. open': '2363.8000', '2. high': '2422.9500', '3. low': '2350.3500', '4. close': '2407.3500', '5. volume': '171600'}"
2016-09-16,,"{'1. open': '2345.0000', '2. high': '2376.9500', '3. low': '2320.0000', '4. close': '2361.1500', '5. volume': '395314'}"
2016-09-15,,"{'1. open': '2339.0000', '2. high': '2344.5000', '3. low': '2318.0000', '4. close': '2328.0500', '5. volume': '243314'}"
2016-09-14,,"{'1. open': '2359.1000', '2. high': '2374.9500', '3. low': '2311.0000', '4. close': '2328.5500', '5. volume': '265664'}"
2016-09-12,,"{'1. open': '2337.5000', '2. high': '2364.6000', '3. low': '2320.0000', '4. close': '2359.1000', '5. volume': '141262'}"
2016-09-09,,"{'1. open': '2325.0000', '2. high': '2366.0000', '3. low': '2320.0000', '4. close': '2352.5000', '5. volume': '191110'}"
2016-09-08,,"{'1. open': '2367.0000', '2. high': '2367.0000', '3. low': '2287.0000', '4. close': '2321.1500', '5. volume': '603684'}"
2016-09-07,,"{'1. open': '2509.0000', '2. high': '2509.0000', '3. low': '2424.0000', '4. close': '2447.0000', '5. volume': '293128'}"
2016-09-06,,"{'1. open': '2514.0000', '2. high': '2544.0000', '3. low': '2481.0000', '4. close': '2484.0500', '5. volume': '520660'}"
2016-09-02,,"{'1. open': '2515.0000', '2. high': '2519.0000', '3. low': '2499.1000', '4. close': '2513.5000', '5. volume': '62048'}"
2016-09-01,,"{'1. open': '2529.0000', '2. high': '2530.0000', '3. low': '2489.9500', '4. close': '2507.6000', '5. volume': '51666'}"
2016-08-31,,"{'1. open': '2547.0000', '2. high': '2547.0000', '3. low': '2501.0000', '4. close': '2512.5500', '5. volume': '73496'}"
2016-08-30,,"{'1. open': '2510.0000', '2. high': '2574.7500', '3. low': '2501.6000', '4. close': '2548.7000', '5. volume': '68150'}"
2016-08-29,,"{'1. open': '2530.0000', '2. high': '2533.9500', '3. low': '2471.1500', '4. close': '2501.6000', '5. volume': '117372'}"
2016-08-26,,"{'1. open': '2555.1000', '2. high': '2571.5500', '3. low': '2521.0500', '4. close': '2529.1500', '5. volume': '54952'}"
2016-08-25,,"{'1. open': '2576.0000', '2. high': '2589.2000', '3. low': '2529.0000', '4. close': '2550.1000', '5. volume': '95894'}"
2016-08-24,,"{'1. open': '2601.0000', '2. high': '2601.0000', '3. low': '2568.1000', '4. close': '2571.9000', '5. volume': '75562'}"
2016-08-23,,"{'1. open': '2536.0000', '2. high': '2606.0000', '3. low': '2536.0000', '4. close': '2603.2000', '5. volume': '89648'}"
2016-08-22,,"{'1. open': '2581.0000', '2. high': '2593.5000', '3. low': '2540.0000', '4. close': '2551.4500', '5. volume': '84006'}"
2016-08-19,,"{'1. open': '2636.0000', '2. high': '2647.8000', '3. low': '2600.0000', '4. close': '2603.9500', '5. volume': '63758'}"
2016-08-18,,"{'1. open': '2630.0000', '2. high': '2657.0000', '3. low': '2630.0000', '4. close': '2636.7000', '5. volume': '33318'}"
2016-08-17,,"{'1. open': '2695.0000', '2. high': '2695.0000', '3. low': '2618.0000', '4. close': '2623.9000', '5. volume': '97192'}"
2016-08-16,,"{'1. open': '2740.0000', '2. high': '2740.0000', '3. low': '2674.0000', '4. close': '2691.4500', '5. volume': '69424'}"
2016-08-12,,"{'1. open': '2706.0000', '2. high': '2740.0000', '3. low': '2705.9500', '4. close': '2732.3500', '5. volume': '83180'}"
2016-08-11,,"{'1. open': '2670.0000', '2. high': '2715.0000', '3. low': '2669.5000', '4. close': '2704.3000', '5. volume': '68542'}"
2016-08-10,,"{'1. open': '2650.0000', '2. high': '2680.0000', '3. low': '2647.0000', '4. close': '2673.9000', '5. volume': '114764'}"
2016-08-09,,"{'1. open': '2651.9000', '2. high': '2659.0000', '3. low': '2610.0000', '4. close': '2650.5500', '5. volume': '100474'}"
2016-08-08,,"{'1. open': '2648.0000', '2. high': '2666.8000', '3. low': '2631.4500', '4. close': '2651.9000', '5. volume': '69162'}"
2016-08-05,,"{'1. open': '2660.0000', '2. high': '2682.9000', '3. low': '2633.0000', '4. close': '2648.9000', '5. volume': '202886'}"
2016-08-04,,"{'1. open': '2678.7000', '2. high': '2682.0500', '3. low': '2638.9500', '4. close': '2652.6500', '5. volume': '110250'}"
2016-08-03,,"{'1. open': '2680.5000', '2. high': '2694.0000', '3. low': '2648.8500', '4. close': '2656.2500', '5. volume': '132298'}"
2016-08-02,,"{'1. open': '2696.0000', '2. high': '2716.0000', '3. low': '2686.0500', '4. close': '2692.1000', '5. volume': '311732'}"
2016-08-01,,"{'1. open': '2620.0000', '2. high': '2720.0000', '3. low': '2620.0000', '4. close': '2698.0000', '5. volume': '306896'}"
2016-07-29,,"{'1. open': '2614.0000', '2. high': '2632.0000', '3. low': '2599.2000', '4. close': '2618.5500', '5. volume': '84648'}"
2016-07-28,,"{'1. open': '2577.0000', '2. high': '2626.6000', '3. low': '2577.0000', '4. close': '2615.5500', '5. volume': '120586'}"
2016-07-27,,"{'1. open': '2550.0000', '2. high': '2580.0000', '3. low': '2548.3000', '4. close': '2576.1000', '5. volume': '112658'}"
2016-07-26,,"{'1. open': '2551.0000', '2. high': '2563.0000', '3. low': '2531.3000', '4. close': '2548.3000', '5. volume': '85622'}"
2016-07-25,,"{'1. open': '2508.5000', '2. high': '2555.0000', '3. low': '2507.0500', '4. close': '2551.5500', '5. volume': '125844'}"
2016-07-22,,"{'1. open': '2490.0000', '2. high': '2520.9000', '3. low': '2480.0000', '4. close': '2509.1500', '5. volume': '85330'}"
2016-07-21,,"{'1. open': '2490.0000', '2. high': '2515.0000', '3. low': '2466.0000', '4. close': '2501.2500', '5. volume': '98400'}"
2016-07-20,,"{'1. open': '2458.0000', '2. high': '2499.0000', '3. low': '2448.0500', '4. close': '2493.2500', '5. volume': '116480'}"
2016-07-19,,"{'1. open': '2430.0000', '2. high': '2467.0500', '3. low': '2430.0000', '4. close': '2461.5500', '5. volume': '76850'}"
2016-07-18,,"{'1. open': '2445.0000', '2. high': '2470.0000', '3. low': '2428.9500', '4. close': '2433.5000', '5. volume': '182726'}"
2016-07-15,,"{'1. open': '2524.0000', '2. high': '2528.0000', '3. low': '2428.0500', '4. close': '2441.9000', '5. volume': '578922'}"
2016-07-14,,"{'1. open': '2488.5000', '2. high': '2526.8500', '3. low': '2472.0500', '4. close': '2520.3000', '5. volume': '182280'}"
2016-07-13,,"{'1. open': '2476.0000', '2. high': '2498.0000', '3. low': '2451.5500', '4. close': '2491.4000', '5. volume': '112434'}"
2016-07-12,,"{'1. open': '2469.0000', '2. high': '2476.6500', '3. low': '2437.0000', '4. close': '2461.5000', '5. volume': '62036'}"
2016-07-11,,"{'1. open': '2427.0000', '2. high': '2469.0000', '3. low': '2427.0000', '4. close': '2463.6500', '5. volume': '101140'}"
2016-07-08,,"{'1. open': '2435.0000', '2. high': '2443.0000', '3. low': '2404.5000', '4. close': '2425.5000', '5. volume': '228290'}"
2016-07-07,,"{'1. open': '2488.0000', '2. high': '2492.9000', '3. low': '2425.0000', '4. close': '2429.0500', '5. volume': '147614'}"
2016-07-05,,"{'1. open': '2498.0000', '2. high': '2498.0000', '3. low': '2477.0000', '4. close': '2482.7000', '5. volume': '60660'}"
2016-07-04,,"{'1. open': '2520.0000', '2. high': '2525.0000', '3. low': '2490.0000', '4. close': '2494.8000', '5. volume': '105550'}"
2016-07-01,,"{'1. open': '2553.1000', '2. high': '2571.0000', '3. low': '2495.0000', '4. close': '2501.8000', '5. volume': '97622'}"
2016-06-30,,"{'1. open': '2514.0000', '2. high': '2563.8000', '3. low': '2500.5500', '4. close': '2550.8000', '5. volume': '371228'}"
2016-06-29,,"{'1. open': '2477.0000', '2. high': '2509.0000', '3. low': '2467.0000', '4. close': '2499.6000', '5. volume': '116686'}"
2016-06-28,,"{'1. open': '2495.5000', '2. high': '2502.0000', '3. low': '2455.0000', '4. close': '2461.8000', '5. volume': '186920'}"
2016-06-27,,"{'1. open': '2548.0000', '2. high': '2548.0000', '3. low': '2484.1500', '4. close': '2495.3500', '5. volume': '209156'}"
2016-06-24,,"{'1. open': '2585.0000', '2. high': '2592.1000', '3. low': '2517.1000', '4. close': '2570.7000', '5. volume': '305350'}"
2016-06-23,,"{'1. open': '2654.1000', '2. high': '2657.9500', '3. low': '2625.0000', '4. close': '2644.3000', '5. volume': '80824'}"
2016-06-22,,"{'1. open': '2647.3000', '2. high': '2675.4500', '3. low': '2634.0000', '4. close': '2665.5000', '5. volume': '111096'}"
2016-06-21,,"{'1. open': '2660.0000', '2. high': '2661.1000', '3. low': '2640.0000', '4. close': '2647.3000', '5. volume': '86732'}"
2016-06-20,,"{'1. open': '2599.5000', '2. high': '2662.9500', '3. low': '2594.8000', '4. close': '2655.7000', '5. volume': '227400'}"
2016-06-17,,"{'1. open': '2559.0000', '2. high': '2609.8000', '3. low': '2559.0000', '4. close': '2603.5000', '5. volume': '85018'}"
2016-06-16,,"{'1. open': '2560.5000', '2. high': '2564.8000', '3. low': '2517.7500', '4. close': '2557.1000', '5. volume': '63996'}"
2016-06-15,,"{'1. open': '2530.0000', '2. high': '2563.7000', '3. low': '2523.6000', '4. close': '2555.7000', '5. volume': '75630'}"
2016-06-14,,"{'1. open': '2550.0000', '2. high': '2556.9000', '3. low': '2518.2500', '4. close': '2534.7000', '5. volume': '72004'}"
2016-06-13,,"{'1. open': '2550.0000', '2. high': '2555.6500', '3. low': '2521.0000', '4. close': '2551.9500', '5. volume': '73008'}"
2016-06-10,,"{'1. open': '2577.0000', '2. high': '2602.2500', '3. low': '2556.0000', '4. close': '2560.9500', '5. volume': '60666'}"
2016-06-09,,"{'1. open': '2620.0000', '2. high': '2624.6000', '3. low': '2558.0000', '4. close': '2577.5000', '5. volume': '81036'}"
2016-06-08,,"{'1. open': '2630.0000', '2. high': '2630.0000', '3. low': '2606.9500', '4. close': '2611.1000', '5. volume': '36440'}"
2016-06-07,,"{'1. open': '2627.0000', '2. high': '2638.9000', '3. low': '2615.0000', '4. close': '2631.4500', '5. volume': '36318'}"
2016-06-06,,"{'1. open': '2629.5500', '2. high': '2639.8500', '3. low': '2605.0000', '4. close': '2611.3500', '5. volume': '63824'}"
2016-06-03,,"{'1. open': '2651.0000', '2. high': '2658.6000', '3. low': '2620.6000', '4. close': '2630.8500', '5. volume': '72042'}"
2016-06-02,,"{'1. open': '2629.5000', '2. high': '2651.0000', '3. low': '2609.0000', '4. close': '2646.9000', '5. volume': '64806'}"
2016-06-01,,"{'1. open': '2577.9000', '2. high': '2642.5500', '3. low': '2571.8500', '4. close': '2631.8500', '5. volume': '127640'}"
2016-05-31,,"{'1. open': '2621.0000', '2. high': '2645.4500', '3. low': '2570.0000', '4. close': '2575.1000', '5. volume': '94854'}"
2016-05-30,,"{'1. open': '2585.0000', '2. high': '2643.0000', '3. low': '2585.0000', '4. close': '2635.3500', '5. volume': '131610'}"
2016-05-27,,"{'1. open': '2561.0000', '2. high': '2580.0000', '3. low': '2550.0000', '4. close': '2572.0500', '5. volume': '122420'}"
2016-05-26,,"{'1. open': '2526.0000', '2. high': '2569.0000', '3. low': '2506.3000', '4. close': '2552.8000', '5. volume': '112572'}"
2016-05-25,,"{'1. open': '2488.5500', '2. high': '2532.0000', '3. low': '2488.5500', '4. close': '2526.7000', '5. volume': '151286'}"
2016-05-24,,"{'1. open': '2483.9000', '2. high': '2488.0000', '3. low': '2461.0000', '4. close': '2467.5000', '5. volume': '226002'}"
2016-05-23,,"{'1. open': '2532.0000', '2. high': '2547.7500', '3. low': '2481.0000', '4. close': '2491.7000', '5. volume': '378854'}"
2016-05-20,,"{'1. open': '2564.9500', '2. high': '2565.0000', '3. low': '2526.0000', '4. close': '2532.0500', '5. volume': '164252'}"
2016-05-19,,"{'1. open': '2550.0000', '2. high': '2559.9000', '3. low': '2527.7500', '4. close': '2555.5500', '5. volume': '84588'}"
2016-05-18,,"{'1. open': '2570.2000', '2. high': '2570.2000', '3. low': '2527.7000', '4. close': '2550.4500', '5. volume': '64916'}"
2016-05-17,,"{'1. open': '2556.0000', '2. high': '2590.8500', '3. low': '2553.0000', '4. close': '2570.2000', '5. volume': '106632'}"
2016-05-16,,"{'1. open': '2524.0000', '2. high': '2563.9500', '3. low': '2524.0000', '4. close': '2553.8000', '5. volume': '55638'}"
2016-05-13,,"{'1. open': '2565.0000', '2. high': '2565.0000', '3. low': '2512.0000', '4. close': '2523.4000', '5. volume': '94694'}"
2016-05-12,,"{'1. open': '2519.0000', '2. high': '2570.0000', '3. low': '2519.0000', '4. close': '2567.0500', '5. volume': '110112'}"
2016-05-11,,"{'1. open': '2515.0000', '2. high': '2524.0000', '3. low': '2488.0500', '4. close': '2517.7500', '5. volume': '97016'}"
2016-05-10,,"{'1. open': '2514.0000', '2. high': '2532.8500', '3. low': '2497.1000', '4. close': '2523.6000', '5. volume': '43958'}"
2016-05-09,,"{'1. open': '2472.1500', '2. high': '2519.9000', '3. low': '2458.6500', '4. close': '2515.3500', '5. volume': '93348'}"
2016-05-06,,"{'1. open': '2470.0000', '2. high': '2484.0000', '3. low': '2432.0000', '4. close': '2472.1500', '5. volume': '54464'}"
2016-05-05,,"{'1. open': '2480.6500', '2. high': '2490.4000', '3. low': '2465.0000', '4. close': '2474.0000', '5. volume': '93840'}"
2016-05-04,,"{'1. open': '2471.0000', '2. high': '2492.1000', '3. low': '2457.9500', '4. close': '2478.2500', '5. volume': '62108'}"
2016-05-03,,"{'1. open': '2520.0000', '2. high': '2530.0000', '3. low': '2475.1000', '4. close': '2480.2500', '5. volume': '139044'}"
2016-05-02,,"{'1. open': '2530.0500', '2. high': '2530.0500', '3. low': '2500.0500', '4. close': '2525.1500', '5. volume': '45652'}"
2016-04-29,,"{'1. open': '2520.0000', '2. high': '2539.6000', '3. low': '2511.1000', '4. close': '2530.0500', '5. volume': '711036'}"
2016-04-28,,"{'1. open': '2508.0000', '2. high': '2536.3500', '3. low': '2500.0000', '4. close': '2526.9500', '5. volume': '148142'}"
2016-04-27,,"{'1. open': '2489.9000', '2. high': '2512.0000', '3. low': '2477.3500', '4. close': '2505.5500', '5. volume': '89546'}"
2016-04-26,,"{'1. open': '2435.0000', '2. high': '2492.8000', '3. low': '2435.0000', '4. close': '2488.0000', '5. volume': '129506'}"
2016-04-25,,"{'1. open': '2417.0000', '2. high': '2454.2000', '3. low': '2406.0000', '4. close': '2448.3000', '5. volume': '131934'}"
2016-04-22,,"{'1. open': '2411.0000', '2. high': '2435.0000', '3. low': '2404.9500', '4. close': '2417.2000', '5. volume': '139456'}"
2016-04-21,,"{'1. open': '2462.0000', '2. high': '2466.9000', '3. low': '2415.0000', '4. close': '2423.2000', '5. volume': '179398'}"
2016-04-20,,"{'1. open': '2548.0000', '2. high': '2548.0000', '3. low': '2442.0000', '4. close': '2451.9000', '5. volume': '483590'}"
2016-04-18,,"{'1. open': '2449.0000', '2. high': '2553.1500', '3. low': '2449.0000', '4. close': '2522.4000', '5. volume': '452424'}"
2016-04-13,,"{'1. open': '2525.0000', '2. high': '2543.4000', '3. low': '2513.0500', '4. close': '2523.1500', '5. volume': '67650'}"
2016-04-12,,"{'1. open': '2506.6500', '2. high': '2519.2500', '3. low': '2487.4500', '4. close': '2512.5000', '5. volume': '61282'}"
2016-04-11,,"{'1. open': '2450.0000', '2. high': '2514.4500', '3. low': '2412.1500', '4. close': '2506.6500', '5. volume': '109704'}"
2016-04-08,,"{'1. open': '2465.0000', '2. high': '2466.9000', '3. low': '2425.2000', '4. close': '2428.7000', '5. volume': '66518'}"
2016-04-07,,"{'1. open': '2478.9000', '2. high': '2483.4000', '3. low': '2458.9000', '4. close': '2470.9500', '5. volume': '42450'}"
2016-04-06,,"{'1. open': '2465.0000', '2. high': '2487.5000', '3. low': '2460.0500', '4. close': '2478.9000', '5. volume': '74266'}"
2016-04-05,,"{'1. open': '2472.3000', '2. high': '2484.0000', '3. low': '2446.7500', '4. close': '2462.6500', '5. volume': '398780'}"
2016-04-04,,"{'1. open': '2469.0000', '2. high': '2487.8000', '3. low': '2448.0000', '4. close': '2470.7000', '5. volume': '67740'}"
2016-04-01,,"{'1. open': '2505.0500', '2. high': '2520.9500', '3. low': '2435.5500', '4. close': '2455.4000', '5. volume': '136238'}"
2016-03-31,,"{'1. open': '2488.0000', '2. high': '2534.0000', '3. low': '2472.5000', '4. close': '2516.0500', '5. volume': '98368'}"
2016-03-30,,"{'1. open': '2470.0000', '2. high': '2503.0000', '3. low': '2465.0000', '4. close': '2488.3500', '5. volume': '57840'}"
2016-03-29,,"{'1. open': '2475.0000', '2. high': '2486.4000', '3. low': '2450.0000', '4. close': '2467.8500', '5. volume': '59094'}"
2016-03-28,,"{'1. open': '2485.1000', '2. high': '2517.9500', '3. low': '2461.2000', '4. close': '2473.5500', '5. volume': '99430'}"
2016-03-23,,"{'1. open': '2478.0000', '2. high': '2485.0000', '3. low': '2457.1000', '4. close': '2474.7000', '5. volume': '246460'}"
2016-03-22,,"{'1. open': '2446.0000', '2. high': '2485.0000', '3. low': '2435.6000', '4. close': '2474.0500', '5. volume': '88790'}"
2016-03-21,,"{'1. open': '2430.0000', '2. high': '2457.0000', '3. low': '2419.8500', '4. close': '2443.6500', '5. volume': '92452'}"
2016-03-18,,"{'1. open': '2363.0000', '2. high': '2435.0000', '3. low': '2363.0000', '4. close': '2427.2500', '5. volume': '164462'}"
2016-03-17,,"{'1. open': '2330.1000', '2. high': '2361.6500', '3. low': '2330.1000', '4. close': '2351.7500', '5. volume': '73026'}"
2016-03-16,,"{'1. open': '2323.4000', '2. high': '2331.0000', '3. low': '2308.2000', '4. close': '2327.3500', '5. volume': '37024'}"
2016-03-15,,"{'1. open': '2355.0000', '2. high': '2356.9500', '3. low': '2320.0000', '4. close': '2329.6500', '5. volume': '46922'}"
2016-03-14,,"{'1. open': '2370.0000', '2. high': '2396.9000', '3. low': '2340.0000', '4. close': '2352.0000', '5. volume': '55424'}"
2016-03-11,,"{'1. open': '2348.0000', '2. high': '2389.9000', '3. low': '2336.9000', '4. close': '2366.0000', '5. volume': '431996'}"
2016-03-10,,"{'1. open': '2356.0000', '2. high': '2356.0000', '3. low': '2315.4000', '4. close': '2348.0000', '5. volume': '62364'}"
2016-03-09,,"{'1. open': '2350.0000', '2. high': '2368.8500', '3. low': '2298.0000', '4. close': '2356.2000', '5. volume': '86988'}"
2016-03-08,,"{'1. open': '2345.0000', '2. high': '2365.0000', '3. low': '2306.0000', '4. close': '2354.4000', '5. volume': '64442'}"
2016-03-04,,"{'1. open': '2373.0000', '2. high': '2377.9500', '3. low': '2350.0000', '4. close': '2359.0500', '5. volume': '57200'}"
2016-03-03,,"{'1. open': '2324.0000', '2. high': '2389.5000', '3. low': '2301.2000', '4. close': '2377.3000', '5. volume': '151934'}"
2016-03-02,,"{'1. open': '2291.1000', '2. high': '2330.0000', '3. low': '2256.0500', '4. close': '2319.5500', '5. volume': '99492'}"
2016-03-01,,"{'1. open': '2182.5000', '2. high': '2284.5000', '3. low': '2163.5000', '4. close': '2275.0000', '5. volume': '101882'}"
2016-02-29,,"{'1. open': '2214.0000', '2. high': '2230.0000', '3. low': '2119.0000', '4. close': '2181.9000', '5. volume': '286204'}"
2016-02-26,,"{'1. open': '2238.0000', '2. high': '2256.9500', '3. low': '2202.6000', '4. close': '2214.7000', '5. volume': '72152'}"
2016-02-25,,"{'1. open': '2222.0000', '2. high': '2238.0000', '3. low': '2184.1500', '4. close': '2212.2500', '5. volume': '118910'}"
2016-02-24,,"{'1. open': '2264.0000', '2. high': '2264.0000', '3. low': '2205.5000', '4. close': '2218.6500', '5. volume': '94352'}"
2016-02-23,,"{'1. open': '2316.0000', '2. high': '2320.0000', '3. low': '2253.9000', '4. close': '2265.1000', '5. volume': '367304'}"
2016-02-22,,"{'1. open': '2320.5000', '2. high': '2343.4500', '3. low': '2305.1000', '4. close': '2314.2000', '5. volume': '814442'}"
2016-02-19,,"{'1. open': '2314.0000', '2. high': '2325.3000', '3. low': '2307.0000', '4. close': '2320.2000', '5. volume': '37690'}"
2016-02-18,,"{'1. open': '2280.0500', '2. high': '2319.4500', '3. low': '2279.0000', '4. close': '2315.3000', '5. volume': '63574'}"
2016-02-17,,"{'1. open': '2270.7000', '2. high': '2281.9000', '3. low': '2248.0500', '4. close': '2278.0000', '5. volume': '86912'}"
2016-02-16,,"{'1. open': '2270.0000', '2. high': '2281.0000', '3. low': '2244.8000', '4. close': '2267.7500', '5. volume': '53672'}"
2016-02-15,,"{'1. open': '2245.6000', '2. high': '2306.5000', '3. low': '2226.6000', '4. close': '2269.5500', '5. volume': '1508258'}"
2016-02-12,,"{'1. open': '2198.0000', '2. high': '2242.0000', '3. low': '2167.9500', '4. close': '2226.5000', '5. volume': '138038'}"
2016-02-11,,"{'1. open': '2271.1000', '2. high': '2285.0000', '3. low': '2173.1000', '4. close': '2196.0500', '5. volume': '122050'}"
2016-02-10,,"{'1. open': '2280.0000', '2. high': '2290.0000', '3. low': '2258.0500', '4. close': '2270.0500', '5. volume': '141830'}"
2016-02-09,,"{'1. open': '2331.0000', '2. high': '2332.0000', '3. low': '2257.0000', '4. close': '2281.4500', '5. volume': '206276'}"
2016-02-08,,"{'1. open': '2415.0000', '2. high': '2415.0000', '3. low': '2350.0000', '4. close': '2368.5000', '5. volume': '87642'}"
2016-02-05,,"{'1. open': '2406.1000', '2. high': '2439.9500', '3. low': '2406.1000', '4. close': '2425.8500', '5. volume': '47698'}"
2016-02-04,,"{'1. open': '2420.0000', '2. high': '2437.5500', '3. low': '2403.2000', '4. close': '2417.4500', '5. volume': '172872'}"
2016-02-03,,"{'1. open': '2377.0000', '2. high': '2422.9000', '3. low': '2356.9500', '4. close': '2417.0500', '5. volume': '82094'}"
2016-02-02,,"{'1. open': '2408.0000', '2. high': '2430.5000', '3. low': '2380.0000', '4. close': '2401.5000', '5. volume': '76890'}"
